Administración;Departamento;Convocatoria;Bases reguladoras;Aplicación presupuestaria;Fecha de concesión;Beneficiario;Importe;Instrumento;Ayuda equivalente
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111755991;09/02/2024;A01000777 METALURGIA MANUFACTURADA, S.A.;8000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111755992;09/02/2024;E95911301 LA PINTA Y OTROS, C.B.;10000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;10000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111755993;09/02/2024;A48140677 ALSE SEGURIDAD, S.A.;10000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;10000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111755994;09/02/2024;B67646869 MUBASAN TRADING, S.L.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111755995;09/02/2024;B13839105 DIRNOVA, S.L.;11000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;11000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111755996;09/02/2024;F95729042 BILBAO FORMARTE, KOOP. ELK. TXIKIA;11000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;11000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111755997;09/02/2024;B95837399 SUARNA SUPERMERCADOS, S.L.;6600;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;6600
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111755998;09/02/2024;B56153422 GELTOKI HOSTELERIA, S.L.;4000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;4000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111755999;09/02/2024;B95972121 ELORDI ARTIGAS ODONTOLOGICA, S.L.;6600;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;6600
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756000;09/02/2024;B95837399 SUARNA SUPERMERCADOS, S.L.;6600;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;6600
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756001;09/02/2024;B44631802 KENSHO ESTUDIO, S.L.;3937.16;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;3937.16
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756002;09/02/2024;B95798708 MARZANA 16, S.L.;7500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;7500
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756003;09/02/2024;B95896148 GAZTELU EXPRESS NEW, S.L.;10000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;10000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756004;09/02/2024;A48140677 ALSE SEGURIDAD, S.A.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756005;09/02/2024;***4615** GONZALO SUÁREZ MENDAZA;10000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;10000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756006;09/02/2024;F48537518 PEÑASCAL, S.COOP.;10000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;10000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756007;09/02/2024;B56559396 KYUBI CORP, S.L.;6000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;6000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756008;09/02/2024;B56419609 LORALDIA 2023, S.L.;7040;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;7040
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756009;09/02/2024;B95873261 HODEIA APPS, S.L.U.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756010;09/02/2024;B95858791 GESTORIA GALARZA, S.L.;6251.37;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;6251.37
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756011;09/02/2024;B48941520 GISPER BILBAO, S.L.;8000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756012;09/02/2024;A48140677 ALSE SEGURIDAD, S.A.;5000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;5000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756013;09/02/2024;***1533** IORITZ FERNANDEZ DE AGUIRRE DIEZ;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756014;09/02/2024;B06782122 VILDOSOLA ARQUITECTURA, S.L.U.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756015;09/02/2024;B95363073 BIZINTEK INNOVA, S.L.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756016;09/02/2024;B56280118 TULIPAN MODA, S.L.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756017;09/02/2024;B95621199 COMPETITIVIDAD DESARROLLO E INNOVACIÓN, S.L.U.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756019;09/02/2024;B95323655 SOCIEDAD HOSTELERA EHIZTARI, S.L.;6600;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;6600
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756022;09/02/2024;B95887238 HOME RUN PIZZA, S.L.;8000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756023;09/02/2024;G95730651 FUNDACIÓN THE WALK ON PROJECT;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756024;09/02/2024;B48267876 ATACO, S.L.;10000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;10000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756025;09/02/2024;B95896148 GAZTELU EXPRESS NEW, S.L.;8000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756026;09/02/2024;B13839105 DIRNOVA, S.L.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756027;09/02/2024;B13839105 DIRNOVA, S.L.;8250;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8250
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756028;09/02/2024;***1235** ANAIS MORENO LÓPEZ;5500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;5500
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756029;09/02/2024;B95976122 GAZTE KONPAINIA - PABELLON 6, S.L.;5575.55;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;5575.55
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756030;09/02/2024;B95976122 GAZTE KONPAINIA - PABELLON 6, S.L.;5575.55;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;5575.55
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756031;09/02/2024;B95511812 I2G APRAIZ MARCHAL BARBERENA ARQUITECTOS, S.L.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756032;09/02/2024;A48140677 ALSE SEGURIDAD, S.A.;8000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756033;09/02/2024;B95569018 TACKTELL DESIGN STUDIO, S.L.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756034;09/02/2024;B95873337 CENTRO VASCO APARATO DIGESTIVO, S.L.P.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756035;09/02/2024;B44793107 MAR-TXO 2023, S.L.;8000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756036;09/02/2024;***5575** SANDRA AMANTE GARCIA;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756037;09/02/2024;B42914846 KOLORAMA ECO, S.L.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756038;09/02/2024;B48969703 BEHIN BETIKO, S.L.;4631.44;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;4631.44
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756039;09/02/2024;B95798708 MARZANA 16, S.L.;6250;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;6250
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756040;09/02/2024;G95445904 ASOC. DE TRANSPORTISTAS AUTONOMOS VASCOS;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756042;09/02/2024;B95896148 GAZTELU EXPRESS NEW, S.L.;8000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756043;09/02/2024;B95837399 SUARNA SUPERMERCADOS, S.L.;5000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;5000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756044;09/02/2024;B95478467 2007 POTXOLINES, S.L.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756045;09/02/2024;B72813447 LAS TORTILLAS DE AITXU, S.L.;8000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756046;09/02/2024;***2570** MARIA ANGELES ECHEVARRIA LUPERENA;11000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;11000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756047;09/02/2024;B95569356 WORKOHOLICS, S.L.;8000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756048;09/02/2024;B95470399 ANA LANDAIDA Y ASOCIADOS, S.L.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756049;09/02/2024;B95173852 INGENIERIA TECNICA TOPOLAN, S.L.P;7606.56;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;7606.56
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756050;09/02/2024;B01969690 DIGITAL FACTORY CONSULTING, S.L.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756051;09/02/2024;B95713889 GASTROBASQUE CASCO VIEJO, S.L.;5500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;5500
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756053;09/02/2024;***2221** OSCAR PEREIRA NOVO;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756054;09/02/2024;B13839105 DIRNOVA, S.L.;11000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;11000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756055;09/02/2024;B95363073 BIZINTEK INNOVA, S.L.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756056;09/02/2024;B72655921 MGBIZKAIA, S.L.;4168;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;4168
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756057;09/02/2024;B95896148 GAZTELU EXPRESS NEW, S.L.;8000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756058;09/02/2024;E95967832 JON DE CASTRO FERNANDE Y OTROS, C.B.;7568;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;7568
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756059;09/02/2024;***0125** FABIO RAMON GONZALEZ OLAYA;8000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756060;09/02/2024;B95883211 TALIO SOLUTIONS, S.L.;10000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;10000
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756061;09/02/2024;B42914846 KOLORAMA ECO, S.L.;8800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;8800
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756062;09/02/2024;***5783** EDER MUÑOZ DE DIEGO;5412;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;5412
